model,threshold,num_agents,id_sim,efficiency,bounded_efficiency,inequality
FRA+Payoff+Attendance_downwards,0.6,5,c32e4d84-cae3-11f0-b9e2-d094662e0881,0.2733333333333333,0.45555555555555555,0.036514837167011066
FRA+Payoff+Attendance_downwards,0.6,5,c33256b8-cae3-11f0-b9e2-d094662e0881,0.15333333333333332,0.25555555555555554,0.12605113600792692
FRA+Payoff+Attendance_downwards,0.6,5,c3366046-cae3-11f0-b9e2-d094662e0881,0.18666666666666668,0.3111111111111111,0.09309493362512627
FRA+Payoff+Attendance_downwards,0.6,5,c33a6736-cae3-11f0-b9e2-d094662e0881,0.18666666666666668,0.3111111111111111,0.0649786289653931
FRA+Payoff+Attendance_downwards,0.6,5,c33e6cb4-cae3-11f0-b9e2-d094662e0881,0.16,0.26666666666666666,0.09545214042184236
FRA+Payoff+Attendance_downwards,0.6,5,c342717e-cae3-11f0-b9e2-d094662e0881,0.1,0.16666666666666669,0.062360956446232366
FRA+Payoff+Attendance_downwards,0.6,5,c346709e-cae3-11f0-b9e2-d094662e0881,0.14,0.23333333333333336,0.1064581294844754
FRA+Payoff+Attendance_downwards,0.6,5,c34a6f5a-cae3-11f0-b9e2-d094662e0881,0.25333333333333335,0.4222222222222223,0.1120515754264774
FRA+Payoff+Attendance_downwards,0.625,8,c19a9a0e-cae3-11f0-b9e2-d094662e0881,0.18333333333333332,0.29333333333333333,0.09594972228385659
FRA+Payoff+Attendance_downwards,0.625,8,c1a0b3bc-cae3-11f0-b9e2-d094662e0881,0.1,0.16,0.08544932592822076
FRA+Payoff+Attendance_downwards,0.625,8,c1a6d580-cae3-11f0-b9e2-d094662e0881,0.125,0.2,0.06107502542086029
FRA+Payoff+Attendance_downwards,0.625,8,c1acf7bc-cae3-11f0-b9e2-d094662e0881,0.26666666666666666,0.42666666666666664,0.1098339294730552
FRA+Payoff+Attendance_downwards,0.625,8,c1b3150c-cae3-11f0-b9e2-d094662e0881,0.17916666666666667,0.2866666666666667,0.061560397494513794
FRA+Payoff+Attendance_downwards,0.625,8,c1b940a8-cae3-11f0-b9e2-d094662e0881,0.3625,0.58,0.045206756062017926
FRA+Payoff+Attendance_downwards,0.625,8,c1bf759a-cae3-11f0-b9e2-d094662e0881,0.15,0.24,0.15327120894696267
FRA+Payoff+Attendance_downwards,0.625,8,c1c5a5dc-cae3-11f0-b9e2-d094662e0881,0.25,0.4,0.11268723396380222
