model,threshold,num_agents,id_sim,efficiency,bounded_efficiency,inequality,bounded_inequality
FRA+Payoff+Attendance_downwards,0.625,8,f4362bc0-d3cd-11f0-bcd4-d094662e0881,0.3625,0.58,0.08054871344779654,0.12887794151647447
FRA+Payoff+Attendance_downwards,0.625,8,f43f0b5a-d3cd-11f0-bcd4-d094662e0881,0.2708333333333333,0.4333333333333333,0.07650604291933155,0.1224096686709305
FRA+Payoff+Attendance_downwards,0.625,8,f447e6a8-d3cd-11f0-bcd4-d094662e0881,0.25833333333333336,0.4133333333333334,0.07715167498104594,0.12344267996967352
FRA+Payoff+Attendance_downwards,0.625,8,f450ce6c-d3cd-11f0-bcd4-d094662e0881,0.375,0.6,0.04960158727618968,0.07936253964190347
FRA+Payoff+Attendance_downwards,0.625,8,f459aa46-d3cd-11f0-bcd4-d094662e0881,0.20833333333333334,0.33333333333333337,0.07506610843064021,0.12010577348902436
FRA+Payoff+Attendance_downwards,0.625,8,f4627ffe-d3cd-11f0-bcd4-d094662e0881,0.4041666666666667,0.6466666666666667,0.13024701806293193,0.20839522890069107
FRA+Payoff+Attendance_downwards,0.625,8,f46b5930-d3cd-11f0-bcd4-d094662e0881,0.30833333333333335,0.49333333333333335,0.07292091824339789,0.11667346918943663
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e8dd1b9e-d3cd-11f0-bcd4-d094662e0881,0.2222222222222222,0.3333333333333333,0.37383564091690497,0.5607534613753574
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e8e78ea8-d3cd-11f0-bcd4-d094662e0881,0.4888888888888889,0.7333333333333334,0.47297325897317244,0.7094598884597587
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e8f20450-d3cd-11f0-bcd4-d094662e0881,0.48148148148148145,0.7222222222222222,0.4970696020683738,0.7456044031025608
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e8fc9168-d3cd-11f0-bcd4-d094662e0881,0.43703703703703706,0.6555555555555557,0.43678586630535016,0.6551787994580253
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e9070d64-d3cd-11f0-bcd4-d094662e0881,0.35555555555555557,0.5333333333333334,0.26943012562182533,0.404145188432738
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e9118780-d3cd-11f0-bcd4-d094662e0881,0.6148148148148148,0.9222222222222223,0.5516902572256425,0.8275353858384636
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e91c00fc-d3cd-11f0-bcd4-d094662e0881,0.2814814814814815,0.4222222222222223,0.3401766667616306,0.5102650001424459
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e92675aa-d3cd-11f0-bcd4-d094662e0881,0.45185185185185184,0.6777777777777778,0.4333808141128911,0.6500712211693366
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e930eff8-d3cd-11f0-bcd4-d094662e0881,0.34814814814814815,0.5222222222222223,0.4556007204350157,0.6834010806525236
FRA+Payoff+Attendance_downwards,0.6666666666666666,3,e93b566e-d3cd-11f0-bcd4-d094662e0881,0.45185185185185184,0.6777777777777778,0.4468453668697977,0.6702680503046966
FRA+Payoff+Attendance_downwards,0.75,4,e69559e6-d3cd-11f0-bcd4-d094662e0881,0.30833333333333335,0.41111111111111115,0.11013459778666115,0.14684613038221492
