,id_sim,round,attendance,id_player,decision,score,model,threshold,num_agents,delta
177,43497533-8864-11f1-a04c-b48c9db4e1b4,4,"[0, 0, 0, 1]",1,0,0,,0.5,4,0.8016897943521991
178,43497533-8864-11f1-a04c-b48c9db4e1b4,4,"[0, 0, 0, 1]",2,0,0,,0.5,4,0.8016897943521991
179,43497533-8864-11f1-a04c-b48c9db4e1b4,4,"[0, 0, 0, 1]",3,1,1,,0.5,4,0.8016897943521991
180,43497533-8864-11f1-a04c-b48c9db4e1b4,5,"[0, 1, 0, 0]",0,0,0,,0.5,4,0.8016897943521991
181,43497533-8864-11f1-a04c-b48c9db4e1b4,5,"[0, 1, 0, 0]",1,1,1,,0.5,4,0.8016897943521991
182,43497533-8864-11f1-a04c-b48c9db4e1b4,5,"[0, 1, 0, 0]",2,0,0,,0.5,4,0.8016897943521991
183,43497533-8864-11f1-a04c-b48c9db4e1b4,5,"[0, 1, 0, 0]",3,0,0,,0.5,4,0.8016897943521991
184,43497533-8864-11f1-a04c-b48c9db4e1b4,6,"[1, 1, 0, 0]",0,1,1,,0.5,4,0.8016897943521991
185,43497533-8864-11f1-a04c-b48c9db4e1b4,6,"[1, 1, 0, 0]",1,1,1,,0.5,4,0.8016897943521991
186,43497533-8864-11f1-a04c-b48c9db4e1b4,6,"[1, 1, 0, 0]",2,0,0,,0.5,4,0.8016897943521991
187,43497533-8864-11f1-a04c-b48c9db4e1b4,6,"[1, 1, 0, 0]",3,0,0,,0.5,4,0.8016897943521991
188,43497533-8864-11f1-a04c-b48c9db4e1b4,7,"[1, 0, 0, 0]",0,1,1,,0.5,4,0.8016897943521991
189,43497533-8864-11f1-a04c-b48c9db4e1b4,7,"[1, 0, 0, 0]",1,0,0,,0.5,4,0.8016897943521991
190,43497533-8864-11f1-a04c-b48c9db4e1b4,7,"[1, 0, 0, 0]",2,0,0,,0.5,4,0.8016897943521991
191,43497533-8864-11f1-a04c-b48c9db4e1b4,7,"[1, 0, 0, 0]",3,0,0,,0.5,4,0.8016897943521991
192,43497533-8864-11f1-a04c-b48c9db4e1b4,8,"[0, 0, 1, 1]",0,0,0,,0.5,4,0.8016897943521991
193,43497533-8864-11f1-a04c-b48c9db4e1b4,8,"[0, 0, 1, 1]",1,0,0,,0.5,4,0.8016897943521991
194,43497533-8864-11f1-a04c-b48c9db4e1b4,8,"[0, 0, 1, 1]",2,1,1,,0.5,4,0.8016897943521991
195,43497533-8864-11f1-a04c-b48c9db4e1b4,8,"[0, 0, 1, 1]",3,1,1,,0.5,4,0.8016897943521991
196,43497533-8864-11f1-a04c-b48c9db4e1b4,9,"[0, 1, 1, 1]",0,0,0,,0.5,4,0.8016897943521991
197,43497533-8864-11f1-a04c-b48c9db4e1b4,9,"[0, 1, 1, 1]",1,1,-1,,0.5,4,0.8016897943521991
198,43497533-8864-11f1-a04c-b48c9db4e1b4,9,"[0, 1, 1, 1]",2,1,-1,,0.5,4,0.8016897943521991
199,43497533-8864-11f1-a04c-b48c9db4e1b4,9,"[0, 1, 1, 1]",3,1,-1,,0.5,4,0.8016897943521991
200,43497533-8864-11f1-a04c-b48c9db4e1b4,10,"[1, 1, 0, 0]",0,1,1,,0.5,4,0.8016897943521991
201,43497533-8864-11f1-a04c-b48c9db4e1b4,10,"[1, 1, 0, 0]",1,1,1,,0.5,4,0.8016897943521991
202,43497533-8864-11f1-a04c-b48c9db4e1b4,10,"[1, 1, 0, 0]",2,0,0,,0.5,4,0.8016897943521991
203,43497533-8864-11f1-a04c-b48c9db4e1b4,10,"[1, 1, 0, 0]",3,0,0,,0.5,4,0.8016897943521991
204,43497533-8864-11f1-a04c-b48c9db4e1b4,11,"[1, 0, 0, 0]",0,1,1,,0.5,4,0.8016897943521991
205,43497533-8864-11f1-a04c-b48c9db4e1b4,11,"[1, 0, 0, 0]",1,0,0,,0.5,4,0.8016897943521991
206,43497533-8864-11f1-a04c-b48c9db4e1b4,11,"[1, 0, 0, 0]",2,0,0,,0.5,4,0.8016897943521991
